moduleID,year,moduleName,link
"EC2010","2001","Intermediate Economics (2.01)",/Local/Exam_Papers/2001/EC/EC20101.pdf
"EC2010","2000","Intermediate Economics (2.01)",/Local/Exam_Papers/2000/EC/EC20101.pdf
"EC2010","1999","Intermediate Economics (2.01)",/Local/Exam_Papers/1999/EC/EC20101.pdf
"EC2010","1999","Intermediate Economics (2.01)",/Local/Exam_Papers/1999/EC/EC20101.pdf
"EC2010","1999","Intermediate Economics (2.01)",/Local/Exam_Papers/1999/EC/EC20101.pdf
"EC2020","2004","Economy of Ireland (202)",/Local/Exam_Papers/2004/EC/EC20201.pdf
"EC2020","2003","Economy of Ireland (2.02)",/Local/Exam_Papers/2003/EC/EC20201.pdf
"EC2020","2002","Economy of Ireland (2.02)",/Local/Exam_Papers/2002/EC/EC20201.pdf
"EC2020","2001","Economy of Ireland (2.02)",/Local/Exam_Papers/2001/EC/EC20201.pdf
"EC2020","2012","Economy of Ireland",/Local/Exam_Papers/2012/XE/XEC20201.pdf
"EC2020","2011","Economy of Ireland",/Local/Exam_Papers/2011/XE/XEC20201.pdf
"EC2020","2010","Economy of Ireland",/Local/Exam_Papers/2010/XE/XEC20201.pdf
"EC2020","2009","Economy of Ireland",/Local/Exam_Papers/2009/XE/XEC20201.pdf
"EC2020","2008","Economy of Ireland",/Local/Exam_Papers/2008/XE/XEC20201.pdf
"EC2020","2007","Economy of Ireland",/Local/Exam_Papers/2007/XE/XEC20201.pdf
"EC2020","2006","Economy of Ireland",/Local/Exam_Papers/2006/XE/XEC20201.pdf
"EC2020","2005","Economy of Ireland",/Local/Exam_Papers/2005/XE/XEC20201.pdf
"EC2020","2004","Economy of Ireland (2.02)",/Local/Exam_Papers/2004/EC/EC20201.pdf
"EC2020","2003","Economy of Ireland (2.02)",/Local/Exam_Papers/2003/EC/EC20201.pdf
"EC2020","2002","Economy of Ireland (2.02)",/Local/Exam_Papers/2002/EC/EC20201.pdf
"EC2020","2001","Economy of Ireland (2.02)",/Local/Exam_Papers/2001/EC/EC20201.pdf
"EC2020","2000","Economy of Ireland (2.02)",/Local/Exam_Papers/2000/EC/EC20201.pdf
"EC2020","1999","Economy of Ireland (2.02)",/Local/Exam_Papers/1999/EC/EC20201.pdf
"EC2020","2012","Economy of Ireland",/Local/Exam_Papers/2012/XE/XEC20201.pdf
"EC2020","2011","Economy of Ireland",/Local/Exam_Papers/2011/XE/XEC20201.pdf
"EC2020","2010","Economy of Ireland",/Local/Exam_Papers/2010/XE/XEC20201.pdf
"EC2020","2009","Economy of Ireland",/Local/Exam_Papers/2009/XE/XEC20201.pdf
"EC2020","2008","Economy of Ireland",/Local/Exam_Papers/2008/XE/XEC20201.pdf
"EC2020","2007","Economy of Ireland",/Local/Exam_Papers/2007/XE/XEC20201.pdf
"EC2020","2006","Economy of Ireland",/Local/Exam_Papers/2006/XE/XEC20201.pdf
"EC2020","2005","Economy of Ireland",/Local/Exam_Papers/2005/XE/XEC20201.pdf
"EC2020","2004","Economy of Ireland (2.02)",/Local/Exam_Papers/2004/EC/EC20201.pdf
"EC2020","2003","Economy of Ireland (2.02)",/Local/Exam_Papers/2003/EC/EC20201.pdf
"EC2020","2002","Economy of Ireland (2.02)",/Local/Exam_Papers/2002/EC/EC20201.pdf
"EC2020","2001","Economy of Ireland (2.02)",/Local/Exam_Papers/2001/EC/EC20201.pdf
"EC2020","2000","Economy of Ireland (2.02)",/Local/Exam_Papers/2000/EC/EC20201.pdf
"EC2020","1999","Economy of Ireland (2.02)",/Local/Exam_Papers/1999/EC/EC20201.pdf
"EC2020","1999","Economy of Ireland (2.02)",/Local/Exam_Papers/1999/EC/EC20201.pdf
"EC2020","1999","Economy of Ireland (2.02)",/Local/Exam_Papers/1999/EC/EC20201.pdf
"EC2020","2000","Economy of Ireland (2.02)",/Local/Exam_Papers/2000/EC/EC20201.pdf
"EC2020","1999","Economy of Ireland (2.02)",/Local/Exam_Papers/1999/EC/EC20201.pdf
"EC2030","2012","Economics of Public Policy",/Local/Exam_Papers/2012/XE/XEC20301.pdf
"EC2030","2011","Economics of Public Policy",/Local/Exam_Papers/2011/XE/XEC20301.pdf
"EC2030","2010","Economics of Public Policy",/Local/Exam_Papers/2010/XE/XEC20301.pdf
"EC2030","2009","Economics of Public Policy",/Local/Exam_Papers/2009/XE/XEC20301.pdf
"EC2030","2008","Economics of Public Policy",/Local/Exam_Papers/2008/XE/XEC20301.pdf
"EC2030","2007","Economics of Public Policy",/Local/Exam_Papers/2007/XE/XEC20301.pdf
"EC2030","2006","Economics of Public Policy",/Local/Exam_Papers/2006/XE/XEC20301.pdf
"EC2030","2005","Economics of Public Policy",/Local/Exam_Papers/2005/XE/XEC20301.pdf
"EC2030","2004","Economics of Public Policy (2.03)",/Local/Exam_Papers/2004/EC/EC20301.pdf
"EC2030","2003","Economics of Public Policy (2.03)",/Local/Exam_Papers/2003/EC/EC20301.pdf
"EC2030","2002","Economics of Public Policy (2.03)",/Local/Exam_Papers/2002/EC/EC20301.pdf
"EC2030","2001","Economics of Public Policy (2.03)",/Local/Exam_Papers/2001/EC/EC20301.pdf
"EC2030","2000","Economics of Public Policy (2.03)",/Local/Exam_Papers/2000/EC/EC20301.pdf
"EC2030","1999","Economics of Public Policy (2.03)",/Local/Exam_Papers/1999/EC/EC20301.pdf
"EC2030","2012","Economics of Public Policy",/Local/Exam_Papers/2012/XE/XEC20301.pdf
"EC2030","2011","Economics of Public Policy",/Local/Exam_Papers/2011/XE/XEC20301.pdf
"EC2030","2010","Economics of Public Policy",/Local/Exam_Papers/2010/XE/XEC20301.pdf
"EC2030","2009","Economics of Public Policy",/Local/Exam_Papers/2009/XE/XEC20301.pdf
"EC2030","2008","Economics of Public Policy",/Local/Exam_Papers/2008/XE/XEC20301.pdf
"EC2030","2007","Economics of Public Policy",/Local/Exam_Papers/2007/XE/XEC20301.pdf
"EC2030","2006","Economics of Public Policy",/Local/Exam_Papers/2006/XE/XEC20301.pdf
"EC2030","2005","Economics of Public Policy",/Local/Exam_Papers/2005/XE/XEC20301.pdf
"EC2030","2004","Economics of Public Policy (2.03)",/Local/Exam_Papers/2004/EC/EC20301.pdf
"EC2030","2003","Economics of Public Policy (2.03)",/Local/Exam_Papers/2003/EC/EC20301.pdf
"EC2030","2002","Economics of Public Policy (2.03)",/Local/Exam_Papers/2002/EC/EC20301.pdf
"EC2030","2001","Economics of Public Policy (2.03)",/Local/Exam_Papers/2001/EC/EC20301.pdf
"EC2030","2000","Economics of Public Policy (2.03)",/Local/Exam_Papers/2000/EC/EC20301.pdf
"EC2030","1999","Economics of Public Policy (2.03)",/Local/Exam_Papers/1999/EC/EC20301.pdf
"EC2040","2012","Mathematical and Statistical Methods",/Local/Exam_Papers/2012/XE/XEC20401.pdf
"EC2040","2011","Mathematical and Statistical Methods",/Local/Exam_Papers/2011/XE/XEC20401.pdf
"EC2040","2010","Mathematical and Statistical Methods",/Local/Exam_Papers/2010/XE/XEC20401.pdf
"EC2040","2009","Mathematical and Statistical Methods",/Local/Exam_Papers/2009/XE/XEC20401.pdf
"EC2040","2008","Mathematical and Statistical Methods",/Local/Exam_Papers/2008/XE/XEC20401.pdf
"EC2040","2007","Mathematical and Statistical Methods",/Local/Exam_Papers/2007/XE/XEC20401.pdf
"EC2040","2006","Mathematical and Statistical Methods",/Local/Exam_Papers/2006/XE/XEC20401.pdf
"EC2040","2005","Mathematical and Statistical Methods",/Local/Exam_Papers/2005/XE/XEC20401.pdf
"EC2040","2004","Mathematical and Statistical Methods (2.04)",/Local/Exam_Papers/2004/EC/EC20401.pdf
"EC2040","2003","Mathematical & Statistical Methods (2.04)",/Local/Exam_Papers/2003/EC/EC20401.pdf
"EC2040","2002","Mathematical & Statistical Methods (2.04)",/Local/Exam_Papers/2002/EC/EC20401.pdf
"EC2040","2001","Statistics (2.04)",/Local/Exam_Papers/2001/EC/EC20401.pdf
"EC2040","2000","Mathematical and Statistical Methods (2.04)",/Local/Exam_Papers/2000/EC/EC20401.pdf
"EC2040","1999","Mathematical and Statistical Methods (2.04)",/Local/Exam_Papers/1999/EC/EC20401.pdf
"EC2040","2012","Mathematical and Statistical Methods",/Local/Exam_Papers/2012/XE/XEC20401.pdf
"EC2040","2011","Mathematical and Statistical Methods",/Local/Exam_Papers/2011/XE/XEC20401.pdf
"EC2040","2010","Mathematical and Statistical Methods",/Local/Exam_Papers/2010/XE/XEC20401.pdf
"EC2040","2009","Mathematical and Statistical Methods",/Local/Exam_Papers/2009/XE/XEC20401.pdf
"EC2040","2009","Mathematical and Statistical Methods",/Local/Exam_Papers/2009/XE/XEC20401.pdf
"EC2040","2008","Mathematical and Statistical Methods",/Local/Exam_Papers/2008/XE/XEC20401.pdf
"EC2040","2007","Mathematical and Statistical Methods",/Local/Exam_Papers/2007/XE/XEC20401.pdf
"EC2040","2006","Mathematical and Statistical Methods",/Local/Exam_Papers/2006/XE/XEC20401.pdf
"EC2040","2005","Mathematical and Statistical Methods",/Local/Exam_Papers/2005/XE/XEC20401.pdf
"EC2040","2004","Mathematical and Statistical Methods (2.04)",/Local/Exam_Papers/2004/EC/EC20401.pdf
"EC2040","2003","Mathematical & Statistical Methods (2.04)",/Local/Exam_Papers/2003/EC/EC20401.pdf
"EC2040","2002","Mathematical & Statistical Methods (2.04)",/Local/Exam_Papers/2002/EC/EC20401.pdf
"EC2040","2001","Statistics (2.04)",/Local/Exam_Papers/2001/EC/EC20401.pdf
"EC2040","2000","Mathematical and Statistical Methods (2.04)",/Local/Exam_Papers/2000/EC/EC20401.pdf
"EC3010","2005","Economic Analysis",/Local/Exam_Papers/2005/XE/XEC30101.pdf
"EC3010","2004","Economic Analysis (3.01)",/Local/Exam_Papers/2004/EC/EC30101.pdf
"EC3010","2012","Economic Analysis",/Local/Exam_Papers/2012/XE/XEC30101.pdf
"EC3010","2011","Economic Analysis",/Local/Exam_Papers/2011/XE/XEC30101.pdf
"EC3010","2010","Economic Analysis",/Local/Exam_Papers/2010/XE/XEC30101.pdf
"EC3010","2009","Economic Analysis",/Local/Exam_Papers/2009/XE/XEC30101.pdf
"EC3010","2008","Economic Analysis",/Local/Exam_Papers/2008/XE/XEC30101.pdf
"EC3010","2007","Economic Analysis",/Local/Exam_Papers/2007/XE/XEC30101.pdf
"EC3010","2006","Economic Analysis",/Local/Exam_Papers/2006/XE/XEC30101.pdf
"EC3010","2005","Economic Analysis",/Local/Exam_Papers/2005/XE/XEC30101.pdf
"EC3010","2004","Economic Analysis (3.01)",/Local/Exam_Papers/2004/EC/EC30101.pdf
"EC3010","2003","Economic Analysis (3.01)",/Local/Exam_Papers/2003/EC/EC30101.pdf
"EC3010","2002","Economic Analysis (3.01)",/Local/Exam_Papers/2002/EC/EC30101.pdf
"EC3010","2001","Economic Analysis (3.01)",/Local/Exam_Papers/2001/EC/EC30101.pdf
"EC3010","2000","Economic Analysis (3.01)",/Local/Exam_Papers/2000/EC/EC30101.pdf
"EC3010","1999","Economic Analysis (3.01)",/Local/Exam_Papers/1999/EC/EC30101.pdf
"EC3010","2002","Economic Analysis (3.01)",/Local/Exam_Papers/2002/EC/EC30101.pdf
"EC3010","2000","Economic Analysis (3.01)",/Local/Exam_Papers/2000/EC/EC30101.pdf
"EC3020","2008","Monetary and Welfare Economics",/Local/Exam_Papers/2008/XE/XEC30201.pdf
"EC3020","2007","Monetary and Welfare Economics",/Local/Exam_Papers/2007/XE/XEC30201.pdf
"EC3020","2006","Monetary and Welfare Economics",/Local/Exam_Papers/2006/XE/XEC30201.pdf
"EC3020","2005","Monetary and Welfare Economics",/Local/Exam_Papers/2005/XE/XEC30201.pdf
"EC3020","2004","Monetary and Welfare Economics (3.02)",/Local/Exam_Papers/2004/EC/EC30201.pdf
"EC3020","2003","Monetary and Welfare Economics (3.02)",/Local/Exam_Papers/2003/EC/EC30201.pdf
"EC3020","2002","Monetary and Welfare Economics (3.02)",/Local/Exam_Papers/2002/EC/EC30201.pdf
"EC3020","2001","Monetary and Welfare Economics (3.02)",/Local/Exam_Papers/2001/EC/EC30201.pdf
"EC3020","2000","Monetary and Welfare Economics (3.02)",/Local/Exam_Papers/2000/EC/EC30201.pdf
"EC3020","1999","Monetary and Welfare Economics (3.02)",/Local/Exam_Papers/1999/EC/EC30201.pdf
"EC3020","2002","Monetary and Welfare Economics (3.02)",/Local/Exam_Papers/2002/EC/EC30201.pdf
"EC3020","2000","Monetary and Welfare Economics (3.02)",/Local/Exam_Papers/2000/EC/EC30201.pdf
"EC3021","2012","Money and Banking",/Local/Exam_Papers/2012/XE/XEC30211.pdf
"EC3021","2011","Money and Banking",/Local/Exam_Papers/2011/XE/XEC30211.pdf
"EC3021","2010","Money and Banking",/Local/Exam_Papers/2010/XE/XEC30211.pdf
"EC3021","2009","Money and Banking",/Local/Exam_Papers/2009/XE/XEC30211.pdf
"EC3030","2012","European Economy",/Local/Exam_Papers/2012/XE/XEC30301.pdf
"EC3030","2011","European Economy",/Local/Exam_Papers/2011/XE/XEC30301.pdf
"EC3030","2010","European Economy",/Local/Exam_Papers/2010/XE/XEC30301.pdf
"EC3030","2009","European Economy",/Local/Exam_Papers/2009/XE/XEC30301.pdf
"EC3030","2008","European Economy",/Local/Exam_Papers/2008/XE/XEC30301.pdf
"EC3030","2007","European Economy",/Local/Exam_Papers/2007/XE/XEC30301.pdf
"EC3030","2006","European Economy",/Local/Exam_Papers/2006/XE/XEC30301.pdf
"EC3030","2005","European Economy",/Local/Exam_Papers/2005/XE/XEC30301.pdf
"EC3030","2004","European Economy (3.03)",/Local/Exam_Papers/2004/EC/EC30301.pdf
"EC3030","2003","European Economy (3.03)",/Local/Exam_Papers/2003/EC/EC30301.pdf
"EC3030","2002","European Economy (3.03)",/Local/Exam_Papers/2002/EC/EC30301.pdf
"EC3030","2001","European Economy (3.03)",/Local/Exam_Papers/2001/EC/EC30301.pdf
"EC3030","2000","European Economy (3.03)",/Local/Exam_Papers/2000/EC/EC30301.pdf
"EC3030","1999","European Economy (3.03)",/Local/Exam_Papers/1999/EC/EC30301.pdf
"EC3040","2008","Economics of Less Developed Countries",/Local/Exam_Papers/2008/XE/XEC30401.pdf
"EC3040","2007","Economics of Less Developed Countries",/Local/Exam_Papers/2007/XE/XEC30401.pdf
"EC3040","2006","Economics of Less Developed Countries",/Local/Exam_Papers/2006/XE/XEC30401.pdf
"EC3040","2005","Economics of Less Developed Countries",/Local/Exam_Papers/2005/XE/XEC30401.pdf
"EC3040","2004","Economics of Less Developed Countries (304)",/Local/Exam_Papers/2004/EC/EC30401.pdf
"EC3040","2003","Economics of Less Developed Countries (3.04)",/Local/Exam_Papers/2003/EC/EC30401.pdf
"EC3040","2002","Economics of Less Developed Countries (3.04)",/Local/Exam_Papers/2002/EC/EC30401.pdf
"EC3040","2001","Economics of Less Developed Countries (3.04)",/Local/Exam_Papers/2001/EC/EC30401.pdf
"EC3040","2000","Economics of Less Developed Countries (3.04)",/Local/Exam_Papers/2000/EC/EC30401.pdf
"EC3040","2008","Economics of Less Developed Countries",/Local/Exam_Papers/2008/XE/XEC30401.pdf
"EC3040","2007","Economics of Less Developed Countries",/Local/Exam_Papers/2007/XE/XEC30401.pdf
"EC3040","2006","Economics of Less Developed Countries",/Local/Exam_Papers/2006/XE/XEC30401.pdf
"EC3040","2005","Economics of Less Developed Countries",/Local/Exam_Papers/2005/XE/XEC30401.pdf
"EC3040","2004","Economics of Less Developed Countries (304)",/Local/Exam_Papers/2004/EC/EC30401.pdf
"EC3040","2003","Economics of Less Developed Countries (3.04)",/Local/Exam_Papers/2003/EC/EC30401.pdf
"EC3040","2002","Economics of Less Developed Countries (3.04)",/Local/Exam_Papers/2002/EC/EC30401.pdf
"EC3040","2001","Economics of Less Developed Countries (3.04)",/Local/Exam_Papers/2001/EC/EC30401.pdf
"EC3040","2012","Economics of Less Developed Countries",/Local/Exam_Papers/2012/XE/XEC30401.pdf
"EC3040","2011","Economics of Less Developed Countries",/Local/Exam_Papers/2011/XE/XEC30401.pdf
"EC3040","2010","Economics of Less Developed Countries",/Local/Exam_Papers/2010/XE/XEC30401.pdf
"EC3040","2009","Economics of Less Developed Countries",/Local/Exam_Papers/2009/XE/XEC30401.pdf
"EC3040","2008","Economics of Less Developed Countries",/Local/Exam_Papers/2008/XE/XEC30401.pdf
"EC3040","2007","Economics of Less Developed Countries",/Local/Exam_Papers/2007/XE/XEC30401.pdf
"EC3040","2006","Economics of Less Developed Countries",/Local/Exam_Papers/2006/XE/XEC30401.pdf
"EC3040","2005","Economics of Less Developed Countries",/Local/Exam_Papers/2005/XE/XEC30401.pdf
"EC3040","2004","Economics of Less Developed Countries (3.04)",/Local/Exam_Papers/2004/EC/EC30401.pdf
"EC3040","2003","Economics of Less Developed Countries (3.04)",/Local/Exam_Papers/2003/EC/EC30401.pdf
"EC3040","2002","Economics of Less Developed Countries (3.04)",/Local/Exam_Papers/2002/EC/EC30401.pdf
"EC3040","2001","Economics of Less Developed Countries (3.04)",/Local/Exam_Papers/2001/EC/EC30401.pdf
"EC3040","2000","Economics of Less Developed Countries (3.04)",/Local/Exam_Papers/2000/EC/EC30401.pdf
"EC3040","1999","Economics of Less Developed Countries (3.04)",/Local/Exam_Papers/1999/EC/EC30401.pdf
"EC3040","2000","Economics of Less Developed Countries (3.04)",/Local/Exam_Papers/2000/EC/EC30401.pdf
"EC3040","1999","Economics of Less Developed Countries (3.04)",/Local/Exam_Papers/1999/EC/EC30401.pdf
"EC3050","2012","Investment Analysis",/Local/Exam_Papers/2012/XE/XEC30501.pdf
"EC3050","2010","Investment Analysis",/Local/Exam_Papers/2010/XE/XEC30501.pdf
"EC3050","2012","Investment Analysis",/Local/Exam_Papers/2012/XE/XEC30501.pdf
"EC3050","2010","Investment Analysis",/Local/Exam_Papers/2010/XE/XEC30501.pdf
"EC3050","2005","Investment Analysis",/Local/Exam_Papers/2005/XE/XEC30501.pdf
"EC3050","2003","Investment Analysis (3.05)",/Local/Exam_Papers/2003/EC/EC30501.pdf
"EC3050","2012","Investment Analysis",/Local/Exam_Papers/2012/XE/XEC30501.pdf
"EC3050","2011","Investment Analysis",/Local/Exam_Papers/2011/XE/XEC30501.pdf
"EC3050","2010","Investment Analysis",/Local/Exam_Papers/2010/XE/XEC30501.pdf
"EC3050","2009","Investment Analysis",/Local/Exam_Papers/2009/XE/XEC30501.pdf
"EC3050","2008","Investment Analysis",/Local/Exam_Papers/2008/XE/XEC30501.pdf
"EC3050","2007","Investment Analysis",/Local/Exam_Papers/2007/XE/XEC30501.pdf
"EC3050","2006","Investment Analysis",/Local/Exam_Papers/2006/XE/XEC30501.pdf
"EC3050","2005","Investment Analysis",/Local/Exam_Papers/2005/XE/XEC30501.pdf
"EC3050","2004","Investment Analysis (3.05)",/Local/Exam_Papers/2004/EC/EC30501.pdf
"EC3050","2003","Investment Analysis (3.05)",/Local/Exam_Papers/2003/EC/EC30501.pdf
"EC3050","2002","Investment Analysis (3.05)",/Local/Exam_Papers/2002/EC/EC30501.pdf
"EC3050","2001","Investment Analysis (3.05)",/Local/Exam_Papers/2001/EC/EC30501.pdf
"EC3050","2000","Investment Analysis (3.05)",/Local/Exam_Papers/2000/EC/EC30501.pdf
"EC3050","1999","Investment Analysis (3.05)",/Local/Exam_Papers/1999/EC/EC30501.pdf
"EC3060","2012","Economics of Policy Issues",/Local/Exam_Papers/2012/XE/XEC30601.pdf
"EC3060","2011","Economics of Policy Issues",/Local/Exam_Papers/2011/XE/XEC30601.pdf
"EC3060","2010","Economics of Policy Issues",/Local/Exam_Papers/2010/XE/XEC30601.pdf
"EC3060","2009","Economics of Policy Issues",/Local/Exam_Papers/2009/XE/XEC30601.pdf
"EC3060","2012","Economics of Policy Issues",/Local/Exam_Papers/2012/XE/XEC30601.pdf
"EC3060","2011","Economics of Policy Issues",/Local/Exam_Papers/2011/XE/XEC30601.pdf
"EC3060","2010","Economics of Policy Issues",/Local/Exam_Papers/2010/XE/XEC30601.pdf
"EC3060","2009","Economics of Policy Issues",/Local/Exam_Papers/2009/XE/XEC30601.pdf
"EC3070","2008","Industrial Economics",/Local/Exam_Papers/2008/XE/XEC30701.pdf
"EC3070","2007","Industrial Economics",/Local/Exam_Papers/2007/XE/XEC30701.pdf
"EC3070","2006","Industrial Economics",/Local/Exam_Papers/2006/XE/XEC30701.pdf
"EC3070","2005","Industrial Economics",/Local/Exam_Papers/2005/XE/XEC30701.pdf
"EC3070","2004","Industrial Economics (3.07)",/Local/Exam_Papers/2004/EC/EC30701.pdf
"EC3070","2003","Industrial Economics (3.07)",/Local/Exam_Papers/2003/EC/EC30701.pdf
"EC3070","2002","Industrial Economics (3.07)",/Local/Exam_Papers/2002/EC/EC30701.pdf
"EC3070","2001","Industrial Economics (3.07)",/Local/Exam_Papers/2001/EC/EC30701.pdf
"EC3070","2000","Industrial Economics (3.07)",/Local/Exam_Papers/2000/EC/EC30701.pdf
"EC3070","1999","Industrial Economics (3.07)",/Local/Exam_Papers/1999/EC/EC30701.pdf
"EC3071","2012"," Industrial Economics: Competition, Strategy and Policy ",/Local/Exam_Papers/2012/XE/XEC30711.pdf
"EC3071","2011","Industrial Economics Competition Strategy and Policy",/Local/Exam_Papers/2011/XE/XEC30711.pdf
"EC3071","2010","Industrial Economics. Competition. Strategy and Policy",/Local/Exam_Papers/2010/XE/XEC30711.pdf
"EC3071","2009","Industrial Economics. Competition Strategy and Policy",/Local/Exam_Papers/2009/XE/XEC30711.pdf
"EC3080","2004","Mathematical Economics (308)",/Local/Exam_Papers/2004/EC/EC30801.pdf
"EC3080","2012","Mathematical Economics",/Local/Exam_Papers/2012/XE/XEC30801.pdf
"EC3080","2011","Mathematical Economics",/Local/Exam_Papers/2011/XE/XEC30801.pdf
"EC3080","2010","Mathematical Economics",/Local/Exam_Papers/2010/XE/XEC30801.pdf
"EC3080","2009","Mathematical Economics",/Local/Exam_Papers/2009/XE/XEC30801.pdf
"EC3080","2008","Mathematical Economics",/Local/Exam_Papers/2008/XE/XEC30801.pdf
"EC3080","2007","Mathematical Economics",/Local/Exam_Papers/2007/XE/XEC30801.pdf
"EC3080","2006","Mathematical Economics",/Local/Exam_Papers/2006/XE/XEC30801.pdf
"EC3080","2005","Mathematical Economics",/Local/Exam_Papers/2005/XE/XEC30801.pdf
"EC3080","2004","Mathematical Economics (3.08)",/Local/Exam_Papers/2004/EC/EC30801.pdf
"EC3080","2003","Mathematical Economics (3.08)",/Local/Exam_Papers/2003/EC/EC30801.pdf
"EC3080","2002","Mathematical Economics (3.08)",/Local/Exam_Papers/2002/EC/EC30801.pdf
"EC3080","2001","Mathematical Economics (3.08)",/Local/Exam_Papers/2001/EC/EC30801.pdf
"EC3080","2000","Mathematical Economics (3.08)",/Local/Exam_Papers/2000/EC/EC30801.pdf
"EC3080","1999","Mathematical Economics (3.08)",/Local/Exam_Papers/1999/EC/EC30801.pdf
"EC3090","2012","Econometrics",/Local/Exam_Papers/2012/XE/XEC30901.pdf
"EC3090","2011","Econometrics",/Local/Exam_Papers/2011/XE/XEC30901.pdf
"EC3090","2010","Econometrics",/Local/Exam_Papers/2010/XE/XEC30901.pdf
"EC3090","2009","Econometrics",/Local/Exam_Papers/2009/XE/XEC30901.pdf
"EC3090","2008","Econometrics",/Local/Exam_Papers/2008/XE/XEC30901.pdf
"EC3090","2007","Econometrics",/Local/Exam_Papers/2007/XE/XEC30901.pdf
"EC3090","2006","Econometrics",/Local/Exam_Papers/2006/XE/XEC30901.pdf
"EC3090","2005","Econometrics",/Local/Exam_Papers/2005/XE/XEC30901.pdf
"EC3090","2004","Econometrics (3.01)",/Local/Exam_Papers/2004/EC/EC30901.pdf
"EC3090","2003","Econometrics (3.09)",/Local/Exam_Papers/2003/EC/EC30901.pdf
"EC3090","2002","Econometrics (3.09)",/Local/Exam_Papers/2002/EC/EC30901.pdf
"EC3090","2001","Econometrics (3.09)",/Local/Exam_Papers/2001/EC/EC30901.pdf
"EC3090","2000","Econometrics (3.09)",/Local/Exam_Papers/2000/EC/EC30901.pdf
"EC3090","1999","Econometrics (3.09)",/Local/Exam_Papers/1999/EC/EC30901.pdf
"EC3090","2012","Econometrics",/Local/Exam_Papers/2012/XE/XEC30901.pdf
"EC3090","2011","Econometrics",/Local/Exam_Papers/2011/XE/XEC30901.pdf
"EC3090","2010","Econometrics",/Local/Exam_Papers/2010/XE/XEC30901.pdf
"EC3090","2009","Econometrics",/Local/Exam_Papers/2009/XE/XEC30901.pdf
"EC3090","2008","Econometrics",/Local/Exam_Papers/2008/XE/XEC30901.pdf
"EC3090","2007","Econometrics",/Local/Exam_Papers/2007/XE/XEC30901.pdf
"EC3090","2006","Econometrics",/Local/Exam_Papers/2006/XE/XEC30901.pdf
"EC3090","2005","Econometrics",/Local/Exam_Papers/2005/XE/XEC30901.pdf
"EC3090","2004","Econometrics (3.01)",/Local/Exam_Papers/2004/EC/EC30901.pdf
"EC3090","2003","Econometrics (3.09)",/Local/Exam_Papers/2003/EC/EC30901.pdf
"EC3090","2002","Econometrics (3.09)",/Local/Exam_Papers/2002/EC/EC30901.pdf
"EC3090","2001","Econometrics (3.09)",/Local/Exam_Papers/2001/EC/EC30901.pdf
"EC3090","2000","Econometrics (3.09)",/Local/Exam_Papers/2000/EC/EC30901.pdf
"EC3100","2003","Environmental and Urban Economics (3.10)",/Local/Exam_Papers/2003/EC/EC31001.pdf
"EC3100","2002","Environmental and Urban Economics (3.10)",/Local/Exam_Papers/2002/EC/EC31001.pdf
"EC3100","2001","Environmental and Urban Economics (3.10)",/Local/Exam_Papers/2001/EC/EC31001.pdf
"EC3100","2000","Environmental and Urban Economics (3.10)",/Local/Exam_Papers/2000/EC/EC31001.pdf
"EC3100","2003","Environmental and Urban Economics (3.10)",/Local/Exam_Papers/2003/EC/EC31001.pdf
"EC3100","2002","Environmental and Urban Economics (3.10)",/Local/Exam_Papers/2002/EC/EC31001.pdf
"EC3100","2001","Environmental and Urban Economics (3.10)",/Local/Exam_Papers/2001/EC/EC31001.pdf
"EC3100","2006","Environmental and Urban Economics",/Local/Exam_Papers/2006/XE/XEC31001.pdf
"EC3100","2005","Environmental and Urban Economics",/Local/Exam_Papers/2005/XE/XEC31001.pdf
"EC3100","2004","Environmental and Urban Economics (3.10)",/Local/Exam_Papers/2004/EC/EC31001.pdf
"EC3100","2003","Environmental and Urban Economics (3.10)",/Local/Exam_Papers/2003/EC/EC31001.pdf
"EC3100","2002","Environmental and Urban Economics (3.10)",/Local/Exam_Papers/2002/EC/EC31001.pdf
"EC3100","2001","Environmental and Urban Economics (3.10)",/Local/Exam_Papers/2001/EC/EC31001.pdf
"EC3100","2000","Environmental and Urban Economics (3.10)",/Local/Exam_Papers/2000/EC/EC31001.pdf
"EC3100","1999","Environmental and Urban Economics (3.10)",/Local/Exam_Papers/1999/EC/EC31001.pdf
"EC3100","2005","Environmental and Urban Economics",/Local/Exam_Papers/2005/XE/XEC31001.pdf
"EC3100","2003","Environmental and Urban Economics (3.10)",/Local/Exam_Papers/2003/EC/EC31001.pdf
"EC3100","2002","Environmental and Urban Economics (3.10)",/Local/Exam_Papers/2002/EC/EC31001.pdf
"EC3100","2001","Environmental and Urban Economics (3.10)",/Local/Exam_Papers/2001/EC/EC31001.pdf
"EC3100","2000","Environmental and Urban Economics (3.10)",/Local/Exam_Papers/2000/EC/EC31001.pdf
"EC4010","2012","Economic Theory",/Local/Exam_Papers/2012/XE/XEC40101.pdf
"EC4010","2011","Economic Theory",/Local/Exam_Papers/2011/XE/XEC40101.pdf
"EC4010","2010","Economic Theory",/Local/Exam_Papers/2010/XE/XEC40101.pdf
"EC4010","2009","Economic Theory",/Local/Exam_Papers/2009/XE/XEC40102.pdf
